year,state,station,name,lat,elev,avg_temp,avg_co2
2013,AK,702590,KENAI MUNICIPAL AIRPORT,60.58,+0027.7,35.47236751152073,396.57
2013,AK,702595,SOLDOTNA AIRPORT,60.476,+0034.4,35.998525985663086,396.57
2013,AK,702600,NENANA/MUN.                  ,64.55,+0110.0,29.043497183819767,396.57
2013,AK,702606,CHULITNA AIRPORT,62.883,+0426.7,34.823525058216738,396.57
2013,AK,702610,FAIRBANKS INTERNATIONAL,64.804,+0131.7,28.74902969790066,396.57
2013,AK,702615,WAINWRIGHT AAF AIRPORT,64.838,+0140.0,27.920047363031237,396.57
2013,AK,702625,NIKOLAI AIRPORT,63.02,+0126.2,29.880607663718063,396.57
2013,AK,702626,PILOT POINT,57.58,+0017.0,37.760861938240971,396.57
2013,AK,702627,RUBY  AIRPORT,64.727,+0199.0,27.863113799283148,396.57
2013,AK,702628,MARSHALL DON HUNTER SR AIRPOR,61.867,+0031.4,31.135624635838763,396.57
2013,AK,702645,MCKINLEY NATIONAL PK,63.733,+0524.3,28.947349163679807,396.57
2013,AK,702650,FAIRBANKS/EIELSON A,64.683,+0167.0,27.649070660522277,396.57
2013,AK,702670,ALLEN ARMY AIRFIELD,63.994,+0389.2,29.91766705069125,396.57
2013,AK,702685,ATQASUK EDWARD BURNELL SR. ME,70.467,+0029.3,13.344150731853736,396.57
2013,AK,702686,KIPNUK AIRPORT,60.903,+0009.1,29.766378648233491,396.57
2013,AK,702697,NEW STUYAHOK AIRPORT,59.45,+0092.1,34.376927244263172,396.57
2013,AK,702710,GULKANA AIRPORT,62.159,+0476.1,30.32428443420379,396.57
2013,AK,702715,SKELTON AIRPORT,61.949,+1002.5,26.203530597240277,396.57
2013,AK,702720,ELMENDORF AFB AIRPORT,61.253,+0064.6,37.196731310803891,396.57
2013,AK,702725,LAKE HOOD SEAPLANE BASE,61.183,+0027.4,38.651312083973373,396.57
2013,AK,702730,TED STEVENS ANCHORAGE INTL,61.169,+0036.6,38.525271377368156,396.57
2013,AK,702735,MERRILL FLD,61.217,+0042.1,38.728252688172041,396.57
2013,AK,702740,PALMER MUNICIPAL AIRPORT,61.596,+0074.0,37.044582053251411,396.57
2013,AK,702746,BIRCHWOOD AIRPORT,61.417,+0029.3,37.04618674535341,396.57
2013,AK,702756,VALDEZ PIONEER FIELD AIRPORT,61.133,+0036.0,37.646280081925241,396.57
2013,AK,702758,DEADHORSE ALPINE AIR,70.344,+0005.5,13.684422683051714,396.57
2013,AK,702770,SEWARD AIRPORT,60.128,+0018.0,40.925062724014339,396.57
2013,AK,702910,NORTHWAY AIRPORT,62.962,+0522.1,24.769401561699951,396.57
2013,AK,702913,NABESNA/DEVIL MTN,62.402,+0878.0,28.150151878425863,396.57
2013,AK,702960,M.K.(MUDHOLE) SMITH ARPT,60.489,+0009.5,40.534137864823343,396.57
2013,AK,703050,CAPE NEWENHAM AFS,58.65,+0164.9,34.656292760131279,396.57
2013,AK,703051,HOLY CROSS AIRPORT,62.183,+0021.0,31.138622311827962,396.57
2013,AK,703052,KALSKAG AIRPORT,61.536,+0017.0,32.005194007450953,396.57
2013,AK,703053,RUSSIAN MISSION AIRPORT,61.775,+0015.5,31.110741167434714,396.57
2013,AK,703054,SCAMMON BAY AIRPORT,61.85,+0004.3,28.969768689196105,396.57
2013,AK,703055,MANOKOTAK AIRPORT,58.99,+0016.0,35.574414186937084,396.57
2013,AK,703056,MOUNTAIN VILLAGE AIRPORT,62.1,+0102.7,28.819756144393242,396.57
2013,AK,703057,TOOKSOK BAY,60.541,+0021.0,30.322049731182798,396.57
2013,AK,703058,NELSON LAGOON AIRPORT,56.017,+0004.3,39.012767537122379,396.57
2013,AK,703059,KING COVE,55.17,+0047.0,40.73854315641718,396.57
2013,AK,703061,IGIUGIG AIRPORT,59.324,+0027.4,35.991458653353817,396.57
2013,AK,703080,ST PAUL ISLAND AIRPORT,57.155,+0010.7,34.473214285714292,396.57
2013,AK,703160,COLD BAY AIRPORT,55.221,+0023.8,40.998771121351751,396.57
2013,AK,703165,SAND POINT AIRPORT,55.333,+0006.4,41.951502176139272,396.57
2013,AK,703210,DILLINGHAM MUNI,59.05,+0029.0,36.507067972350228,396.57
2013,AK,703260,KING SALMON AIRPORT,58.683,+0020.4,37.500229774705581,396.57
2013,AK,703330,PORT HEIDEN AIRPORT,56.959,+0029.0,38.675168330773168,396.57
2013,AK,703334,EGEGIK(AWOS)                 ,58.417,+0028.0,37.246720728057625,396.57
2013,AK,703400,ILIAMNA AIRPORT,59.749,+0043.6,37.972942268305168,396.57
2013,AK,703406,PORT ALSWORTH AIRPORT,60.204,+0085.0,40.658392299271611,396.57
2013,AK,703407,SLEETMUTE AIRPORT,61.717,+0054.3,31.619584812048657,396.57
2013,AK,703410,HOMER AIRPORT,59.642,+0019.5,41.068479902713769,396.57
2013,AK,703430,MIDDLETON ISLAND METEOROLOGY,59.433,+0030.5,43.482854878096809,396.57
2013,AK,703500,KODIAK AIRPORT,57.751,+0024.4,42.296907962109579,396.57
2013,AK,703606,TOGIAK AIRPORT,59.067,+0006.1,36.353312477167393,396.57
2013,AK,703610,YAKUTAT AIRPORT,59.512,+0010.1,41.112254864311318,396.57
2013,AK,703620,SKAGWAY AIRPORT,59.456,+0006.1,42.3692876344086,396.57
2013,AK,703621,SELDOVIA ARPT,59.45,+0009.0,39.907188940092169,396.57
2013,AK,703626,HAINES,59.243,+0004.6,41.363493983614951,396.57
2013,AK,703644,NUIQSUT AIRPORT,70.212,+0017.4,12.74404633896569,396.57
2013,AK,703655,HUSLIA AIRPORT,65.7,+0065.0,26.360911418330776,396.57
2013,AK,703670,GUSTAVUS,58.425,+0012.2,43.058188545857256,396.57
2013,AK,703710,SITKA ROCKY GUTIERREZ ARPT,57.048,+0004.3,46.597930747567844,396.57
2013,AK,703810,JUNEAU INTERNATIONAL,58.357,+0004.9,42.53644073220687,396.57
2013,AK,703830,ANGOON SEAPLANE BASE,57.499,+0008.5,45.591760598195528,396.57
2013,AK,703835,ST. GEORGE AIRPORT,56.6,+0038.1,36.3989930875576,396.57
2013,AK,703860,PETERSBURG,56.817,+0032.6,44.106746031746034,396.57
2013,AK,703870,WRANGELL AIRPORT,56.484,+0017.1,45.086031746031757,396.57
2013,AK,703886,PORT ALEXANDER SPB,56.247,+0003.7,46.291520261587927,396.57
2013,AK,703894,KLAWOCK AIRPORT,55.58,+0024.0,46.073317332309273,396.57
2013,AK,703925,KOLIGANEK AIRPORT,59.733,+0082.3,33.994175411440885,396.57
2013,AK,703950,KETCHIKAN INTL AIRPORT,55.35,+0024.4,46.940323860727084,396.57
2013,AK,703980,ANNETTE ISLAND AIRPORT,55.039,+0033.2,47.437892985151045,396.57
2013,AK,704140,EARECKSON AS,52.717,+0037.2,40.065342293906809,396.57
2013,AK,704898,ROBERT (BOB) CURTIS MEMORIAL,66.818,+0017.1,25.479198668714798,396.57
2013,AK,720382,ST MICHAEL AIRPORT,63.49,+0028.0,29.886620194127207,396.57
2013,AK,749230,TELLER AIRPORT,65.233,+0090.0,25.654134024577569,396.57
2013,AK,994690,DRIFT RIVER TERMINAL,60.55,+0015.9,37.8907379672299,396.57
2013,AK,994700,AUGUSTINE ISLAND,59.38,+0009.1,38.929336277521763,396.57
2013,AK,994720,FLAT ISLAND LIGHT,59.33,+0017.9,41.139933435739884,396.57
2013,AK,997078,LITTLE PORT WALTER,56.388,+0002.5,42.725683882686681,396.57
2013,AK,997171,SITKA,57.052,+0001.0,46.03064922223988,396.57
2013,AK,997175,PORT MOLLER,66.986,+0012.0,40.053874499002418,396.57
2013,AK,997176,HOMER SPIT,59.602,+0015.0,42.129857314570316,396.57
2013,AK,997177,ICY BAY,59.923,+0015.0,42.254845979320393,396.57
2013,AK,997788,CAPE DECISION,56.0,+0017.0,45.543674475166405,396.57
2013,AK,997789,ELDRED ROCK,58.967,+0019.0,43.223424748839093,396.57
2013,AK,997804,CAPE SPENCER,58.2,+0026.0,42.711365648780827,396.57
2013,AK,998172,LINCOLN ROCK,56.05,+0012.0,46.333163579020784,396.57
2013,AK,998425,CORDOVA,60.557,+0012.5,42.385608723096205,396.57
2013,AK,998427,KODIAK ISLAND,57.73,+0006.7,42.55100700513799,396.57
2013,AK,998431,UNALASKA,53.879,+0005.7,42.321287519642631,396.57
2013,AK,703884,HYDABURG SEAPLANE BASE,55.206,+0000.0,47.0159331797235,396.57
2013,AK,703985,METLAKATLA SEAPLANE BASE,55.133,+0000.0,47.564004912866146,396.57
2013,AK,994670,MIDDLE ROCK LIGHT,61.08,+0000.0,39.285124807987714,396.57
2013,AK,994680,BLIGH REEF LIGHT,60.84,+0000.0,42.33961021505376,396.57
2013,AK,998206,ELFIN COVE,58.183,+0000.0,43.414158566837934,396.57
2013,AK,998221,ALITAK,56.9,+0000.0,41.43343397425712,396.57
2013,AK,998224,ATKA,52.233,+0000.0,41.546690219155465,396.57
2013,AK,997381,ANCHORAGE,61.23,+0003.0,37.586667770185564,396.57
2013,AK,997704,RED DOG DOCK,67.57,+0003.0,25.283667831982623,396.57
2013,AK,998258,KETCHIKAN,55.333,+0003.0,46.895562794639538,396.57
2013,AK,998259,SKAGWAY,59.45,+0003.0,42.592166163462046,396.57
2013,AK,998261,JUNEAU,58.298,+0003.0,42.5506342364532,396.57
2013,AK,998271,VALDEZ,61.133,+0003.0,38.644748794957358,396.57
2013,AK,701043,POINT HOPE AIRPORT,68.35,+0004.0,22.301131582612857,396.57
2013,AK,701195,SHISHMAREF/NEW AIRPORT,66.25,+0004.0,22.2203904249872,396.57
2013,AK,701486,KIVALINA AIRPORT,67.733,+0004.0,22.081146953405021,396.57
2013,AK,702000,NOME AIRPORT,64.511,+0004.0,28.069424603174603,396.57
2013,AK,704890,DUTCH HARBOR AIRPORT,53.9,+0004.0,42.280040322580653,396.57
2013,AK,997179,MARY ISLAND,55.099,+0004.0,49.333589081934704,396.57
2013,AK,997798,SOUTH DOUGLAS,58.267,+0004.0,43.555343812348816,396.57
2013,AK,997386,PRUDHOE BAY,70.4,+0005.0,13.804801077940496,396.57
2013,AK,998254,KING COVE,55.067,+0005.0,40.965228582905169,396.57
2013,AK,998268,TENAKEE SPRINGS,57.783,+0005.0,43.810421213164545,396.57
2013,AK,704540,ADAK NAS,51.883,+0005.2,41.21544610855095,396.57
2013,AK,700638,FALSE PASS,54.85,+0006.0,41.470830034660679,396.57
2013,AK,702070,UNALAKLEET AIRPORT,63.883,+0006.0,28.386608334657559,396.57
2013,AK,702607,HOONAH SEAPLANE BASE,58.12,+0006.0,43.282616487455194,396.57
2013,AK,703333,CHIGNIK AIRPORT,56.311,+0006.0,39.996057017250095,396.57
2013,AK,701337,WALES AIRPORT,65.617,+0007.0,23.790319380440348,396.57
2013,AK,703888,SHAKTOOLIK AIRPORT,64.371,+0007.0,28.759180262240285,396.57
2013,AK,994660,POTATO POINT,61.06,+0007.0,39.885311059907828,396.57
2013,AK,997380,ADAK ISLAND,51.87,+0007.0,41.853172915793884,396.57
2013,AK,998341,PORT ALEXANDER,56.247,+0007.0,45.415274180306163,396.57
2013,AK,700197,SELAWIK,66.617,+0008.0,23.67391769073221,396.57
2013,AK,701995,GOLOVIN AIRPORT,64.55,+0008.0,27.485372668141952,396.57
2013,AK,997382,NIKISKI AK,60.68,+0008.0,38.101565473983435,396.57
2013,AK,997383,NOME NORTON SOUND,64.5,+0008.0,28.21089603527729,396.57
2013,AK,998167,KACHEMAK BAY RESERVE,59.6,+0010.0,40.753542119109419,396.57
2013,AK,998243,SAND POINT,55.333,+0010.0,41.2714950253368,396.57
2013,AL,720265,THOMAS C RUSSELL FLD ARPT,32.917,+0209.1,65.033414618535588,396.57
2013,AL,720307,MADISON CO EXECUTIVE ARPT,34.861,+0230.1,58.020293778801843,396.57
2013,AL,720361,FLORALA MUNI,31.043,+0095.7,66.089288274449572,396.57
2013,AL,720362,MAC CRENSHAW MEMORIAL AIRPORT,31.846,+0137.5,64.394090501792121,396.57
2013,AL,720363,WEEDON FIELD AIRPORT,31.951,+0086.9,65.087881464413741,396.57
2013,AL,720376,THE ALBERTVILLE MUNI ARPT-THO,34.229,+0314.6,59.529985628171112,396.57
2013,AL,720413,POSEY FIELD AIRPORT,34.267,+0284.1,58.385372503840244,396.57
2013,AL,720505,WALKER COUNTY AIRPORT BEVILL,33.902,+0147.2,61.796682488804507,396.57
2013,AL,720856,SCOTTSBORO MUNICIPAL AIRPORT,34.689,+0198.1,58.914408602150537,396.57
2013,AL,720912,VIOSCA KNOLL 768 OIL PLATFORM,29.233,+0053.0,74.237851753038512,396.57
2013,AL,722031,FOLSOM FLD,34.269,+0295.0,58.334137224782381,396.57
2013,AL,722111,ISBELL FLD,34.474,+0267.3,58.099361239119304,396.57
2013,AL,722230,MOBILE REGIONAL AIRPORT,30.688,+0065.5,66.347793778801829,396.57
2013,AL,722239,LOWE ARMY HELIPORT (FORT RUCK,31.356,+0074.4,65.289023297491056,396.57
2013,AL,722260,MONTGOMERY  RGNL (DANNELLY FD,32.3,+0061.6,65.270483870967738,396.57
2013,AL,722265,MAXWELL AFB AIRPORT,32.383,+0052.1,64.522465043916682,396.57
2013,AL,722267,TROY MUNICIPAL AIRPORT,31.867,+0121.0,64.317768177163344,396.57
2013,AL,722268,DOTHAN RGNL,31.317,+0122.0,65.567047491039432,396.57
2013,AL,722269,CAIRNS ARMY AIRFIELD (FORT RU,31.267,+0092.0,65.705099846390155,396.57
2013,AL,722275,ANDALUSIA-OPP  MUNICIPAL AIRP,31.309,+0094.5,67.097055811571934,396.57
2013,AL,722276,MIDDLETON FLD,31.417,+0079.0,65.2608922171019,396.57
2013,AL,722279,PRYOR FLD RGNL,34.653,+0180.4,59.636371607782912,396.57
2013,AL,722280,BIRMINGHAM INTERNATIONAL AIRP,33.566,+0187.5,62.267951868919617,396.57
2013,AL,722284,AUBURN OPELIKA ROBE,32.616,+0237.0,62.36874935995904,396.57
2013,AL,722285,GADSDEN MUNICIPAL AIRPORT,33.967,+0173.4,59.41367037890425,396.57
2013,AL,722286,TUSCALOOSA RGNL,33.217,+0052.0,63.514371479774717,396.57
2013,AL,722287,ANNISTON METROPOLITAN ARPT,33.587,+0181.1,61.400658602150529,396.57
2013,AL,722300,SHELBY COUNTY AIRPORT,33.183,+0175.0,62.515839733742958,396.57
2013,AL,723230,HUNTSVILLE INTL/C.T.JONES FIE,34.644,+0190.2,60.540103686635945,396.57
2013,AL,723231,REDSTONE ARMY AIRFIELD,34.683,+0209.0,62.993862781954881,396.57
2013,AL,723235,NORTH WEST ALABAMA REGIONAL A,34.744,+0164.6,61.06604902713773,396.57
2013,AL,997742,MIDDLE BAY LIGHT,30.433,+0014.0,67.686279795010336,396.57
2013,AL,998440,KATRINA CUT,30.258,+0003.5,68.518290085201485,396.57
2013,AL,998491,PERDIDO PASS,30.279,+0002.4,68.800561315924227,396.57
2013,AL,998196,MOBILE STATE DOCKS,30.7,+0000.0,67.80830985045111,396.57
2013,AL,998485,BON SECOUR,30.329,+0003.0,67.614810498829769,396.57
2013,AL,998439,CEDAR POINT,30.308,+0004.0,67.415301128237715,396.57
2013,AL,722235,MOBILE DOWNTOWN AIRPORT,30.626,+0008.0,66.900989106061417,396.57
2013,AL,997784,MEAHER PARK,30.65,+0010.0,67.842440840351728,396.57
2013,AL,998192,COAST GUARD SECTOR,30.65,+0010.0,67.300140522096854,396.57
2013,AR,720172,MENA INTERMOUNTAIN MUNICIPAL,34.545,+0329.0,61.514801286105829,396.57
2013,AR,720377,NEWPORT MUNI,35.638,+0072.8,58.473346134152592,396.57
2013,AR,720394,DEXTER B FLORENCE MEMORIAL FI,34.1,+0055.8,61.655565796210951,396.57
2013,AR,720401,CLINTON MUNICIPAL AIRPORT,35.6,+0157.3,57.8726917446353,396.57
2013,AR,722054,WEST MEMPHIS MUNICIPAL APT,35.135,+0065.2,60.00978558627753,396.57
2013,AR,722188,SEARCY MUNICIPAL AIRPORT,35.212,+0080.5,58.515907313240447,396.57
2013,AR,723403,ADAMS FIELD AIRPORT,34.727,+0078.6,61.591949564772136,396.57
2013,AR,723405,LITTLE ROCK AFB AIRPORT,34.917,+0095.0,60.144128264208909,396.57
2013,AR,723406,WALNUT RIDGE RGNL,36.125,+0083.2,57.786104198668717,396.57
2013,AR,723407,JONESBORO MUNICIPAL ARPT,35.833,+0080.0,59.449236775769037,396.57
2013,AR,723408,ARKANSAS INTL,35.967,+0077.4,63.082187066745895,396.57
2013,AR,723409,BLYTHEVILLE MUNI AIRPORT,35.94,+0078.0,59.0398783922171,396.57
2013,AR,723415,MEMORIAL FLD,34.467,+0165.0,61.412789938556067,396.57
2013,AR,723416,STUTTGART MUNICIPAL ARPT,34.6,+0068.3,61.298357974910395,396.57
2013,AR,723417,GRIDER FLD,34.18,+0063.1,61.478355636299185,396.57
2013,AR,723418,TEXARKANA REGIONAL AIRPORT-WE,33.456,+0110.0,63.155263056835622,396.57
2013,AR,723419,S. AR RGNL AT GDWIN FLD AP,33.221,+0076.8,61.971362007168473,396.57
2013,AR,723424,MONTICELLO MUNI,33.636,+0082.3,62.889903993855604,396.57
2013,AR,723425,HARRELL FLD,33.623,+0040.2,61.80357654889913,396.57
2013,AR,723429,RUSSELLVILLE RGNL,35.267,+0123.0,60.204557091653861,396.57
2013,AR,723434,SPRINGDALE MUNICIPAL ARPT,36.183,+0412.4,59.018799283154124,396.57
2013,AR,723435,MOUNT IDA,34.55,+0214.0,59.2767946748592,396.57
2013,AR,723436,NW ARKANSAS RGNL,36.283,+0392.3,55.912021889400926,396.57
2013,AR,723439,OZARK RGNL,36.369,+0283.0,56.850670122887863,396.57
2013,AR,723440,FORT SMITH REGIONAL AIRPORT,35.333,+0136.9,61.265716845878138,396.57
2013,AR,723443,SMITH FLD,36.2,+0364.0,57.19618184400403,396.57
2013,AR,723444,BENTONVILLE MUNI/LOUIS M THAD,36.35,+0395.0,56.877313108038919,396.57
2013,AR,723445,DRAKE FLD,36.01,+0381.3,56.064616615463393,396.57
2013,AR,723447,MARION COUNTY RGNL AIRPORT,36.3,+0350.0,58.391627490584078,396.57
2013,AR,723448,BATESVILLE RGNL,35.726,+0141.1,58.939199308755761,396.57
2013,AR,723449,ROGERS MUNI-CARTER FLD APT,36.372,+0414.0,56.974463645673325,396.57
2013,AR,723450,BOONE COUNTY AIRPORT,36.267,+0418.8,56.460314900153612,396.57
2013,AR,743312,J.L. HELMS SEVIER CO ARPT,34.05,+0108.2,60.907357270865333,396.57
2013,AZ,699604,YUMA MCAS,32.65,+0064.9,75.66609639016896,396.57
2013,AZ,720339,RYAN FLD,32.15,+0737.0,73.248543266769076,396.57
2013,AZ,720644,BUCKEYE MUNICIPAL AIRPORT,33.42,+0311.2,71.100094152232657,396.57
2013,AZ,722720,BISBEE DOUGLAS INTL ARPT,32.633,+1659.9,62.455898617511529,396.57
2013,AZ,722728,NOGALES INTL,31.421,+1205.0,64.201129672299032,396.57
2013,AZ,722730,SIERRA VISTA MUNICIPAL-LIBBY,31.588,+1438.4,63.686925728763889,396.57
2013,AZ,722740,TUCSON INTERNATIONAL AIRPORT,32.131,+0776.9,70.806894521249362,396.57
2013,AZ,722745,DAVIS-MONTHAN AFB AIRPORT,32.167,+0824.2,69.459141705069129,396.57
2013,AZ,722747,SAFFORD RGNL,32.855,+0968.0,66.596386328725018,396.57
2013,AZ,722748,CASA GRANDE MUNICIPAL ARPT,32.95,+0446.0,70.462981443226155,396.57
2013,AZ,722749,CHANDLER MUNICIPAL AIRPORT,33.269,+0379.0,75.389996799795171,396.57
2013,AZ,722764,WINDOW ROCK AIRPORT,35.658,+2055.0,46.990646684146405,396.57
2013,AZ,722780,PHOENIX SKY HARBOR INTL AIRPO,33.428,+0337.4,75.97441500256015,396.57
2013,AZ,722783,MESA/FALCON FIELD,33.467,+0424.0,75.662890071861156,396.57
2013,AZ,722784,PHOENIX DEER VALLEY ARPT,33.688,+0450.0,72.563173963133664,396.57
2013,AZ,722785,LUKE AFB AIRPORT,33.55,+0331.0,72.823739119303625,396.57
2013,AZ,722786,WILLIAMS GATEWAY AIRPORT,33.3,+0421.2,71.355432667690735,396.57
2013,AZ,722787,GLENDALE MUNICIPAL AIRPORT,33.527,+0325.0,77.104218708618035,396.57
2013,AZ,722788,PHOENIX GOODYEAR AIRPORT,33.417,+0295.1,77.143624750604715,396.57
2013,AZ,722789,SCOTTSDALE AIRPORT,33.623,+0460.0,73.339982078853055,396.57
2013,AZ,723700,KINGMAN AIRPORT,35.259,+1051.0,62.097643369175614,396.57
2013,AZ,723710,PAGE MUNICIPAL AIRPORT,36.933,+1313.7,59.67437083973374,396.57
2013,AZ,723723,ERNEST A. LOVE FIELD ARPT,34.652,+1536.8,56.1126984126984,396.57
2013,AZ,723740,WINSLOW-LINDBERGH REGIONAL AI,35.028,+1489.3,55.238826263342389,396.57
2013,AZ,723745,PAYSON AIRPORT,34.257,+1572.2,57.897413594470045,396.57
2013,AZ,723747,SHOW LOW RGNL,34.267,+1955.0,49.6218305171531,396.57
2013,AZ,723750,FLAGSTAFF PULLIAM AIRPORT,35.144,+2135.0,46.111421023359291,396.57
2013,AZ,723754,ST JOHNS INDUSTRIAL,34.518,+1748.0,53.422658730158737,396.57
2013,AZ,723756,SEDONA AIRPORT,34.85,+1471.3,61.896977726574512,396.57
2013,AZ,723760,FLAGSTAFF,35.217,+2181.6,51.825292498719911,396.57
2013,AZ,723783,GRAND CANYON NATL PARK APT,35.95,+2014.0,45.95860727086535,396.57
2013,AZ,723788,LAUGHLIN/BULLHEAD INTERNATION,35.157,+0212.0,73.916829877112121,396.57
2013,CA,690150,TWENTYNINE PALMS,34.3,+0626.0,68.48563364055299,396.57
2013,CA,720193,LONNIE POOL FLD / WEAVERVILLE,40.747,+0716.3,52.017111495135694,396.57
2013,CA,720267,AUBURN MUNICIPAL AIRPORT,38.955,+0468.0,61.422160778289808,396.57
2013,CA,720333,CORONA MUNICIPAL AIRPORT,33.9,+0162.5,62.914678699436777,396.57
2013,CA,720406,GNOSS FIELD AIRPORT,38.15,+0001.2,56.141991167434711,396.57
2013,CA,720576,UNIVERSITY AIRPORT,38.533,+0021.0,60.790410394265237,396.57
2013,CA,720614,LINCOLN REGIONAL AIRPORT KARL,38.909,+0037.2,60.019937916026628,396.57
2013,CA,720645,PLACERVILLE AIRPORT,38.724,+0787.3,60.203692396313365,396.57
2013,CA,720646,HALF MOON BAY AIRPORT,37.513,+0020.1,53.094195468509987,396.57
2013,CA,720952,GRAY BUTTE FLD,34.564,+0920.5,63.2536346538136,396.57
2013,CA,722810,NAF,32.817,-0012.8,73.8043990015361,396.57
2013,CA,722860,RIVERSIDE/MARCH AFB,33.9,+0468.2,62.539829109062971,396.57
2013,CA,722866,SAN BERNARDINO INTL,34.095,+0353.3,69.002619760391937,396.57
2013,CA,722868,PALM SPRINGS INTL AIRPORT,33.833,+0145.0,75.388076676907332,396.57
2013,CA,722869,RIVERSIDE MUNICIPAL ARPT,33.952,+0249.0,65.927494239631329,396.57
2013,CA,722874,DOWNTOWN L.A./USC CAMPUS,34.024,+0054.6,63.957488479262672,396.57
2013,CA,722880,BURBANK/GLENDALE,34.201,+0236.2,66.498441500256021,396.57
2013,CA,722885,SANTA MONICA MUNI AIRPORT,34.017,+0053.0,62.296795954941118,396.57
2013,CA,722886,VAN NUYS AIRPORT,34.21,+0244.0,65.859355478750643,396.57
